-1.750465831719338894e-03,2.338396199047565460e-02,3.033059882000088692e-03,1.437820959836244583e-03,1.292888890020549297e-03,-1.900468021631240845e-03,1.440565829398110509e-04
-1.576926559209823608e-02,-2.391399256885051727e-02,-1.004934031516313553e-02,1.491161063313484192e-02,-1.076203305274248123e-03,-3.612765809521079063e-03,2.516970783472061157e-02
4.169831797480583191e-02,-1.111550908535718918e-02,-6.600239779800176620e-03,-3.045555949211120605e-02,1.056887116283178329e-02,-1.936693117022514343e-02,1.700481399893760681e-02
-1.365899480879306793e-02,-4.601941443979740143e-03,-2.755596488714218140e-02,-4.942629951983690262e-03,-1.986743323504924774e-02,6.149505730718374252e-03,-8.881755173206329346e-03
-1.713190693408250809e-03,1.251121051609516144e-02,-4.365470958873629570e-04,-1.613433286547660828e-02,-5.048631690442562103e-03,-2.511128410696983337e-02,1.240411214530467987e-02
1.942313276231288910e-02,-2.486242912709712982e-02,-5.195783451199531555e-03,6.990422960370779037e-03,-1.509094703942537308e-02,8.683857508003711700e-03,-2.612879499793052673e-03
-7.869824767112731934e-03,-1.499927043914794922e-02,-1.474887132644653320e-02,8.125009015202522278e-03,3.664842341095209122e-03,-2.473409287631511688e-02,2.235708571970462799e-02
-8.380982093513011932e-03,-1.018517278134822845e-02,-2.082619443535804749e-02,2.470652014017105103e-02,4.471959080547094345e-03,4.714726004749536514e-03,1.898945868015289307e-02
-6.632894743233919144e-03,8.635542355477809906e-03,1.632339693605899811e-02,-1.518219802528619766e-02,-2.539196610450744629e-02,-1.744319684803485870e-02,3.792625665664672852e-02
3.533465042710304260e-02,-1.387216616421937943e-02,1.162799540907144547e-02,1.982035674154758453e-02,-3.094111755490303040e-02,1.555138453841209412e-02,1.035254355520009995e-02
-1.821964792907238007e-02,-2.493367157876491547e-02,-5.809439462609589100e-04,-7.800749968737363815e-03,-5.549812223762273788e-03,-4.043224081397056580e-02,-3.131836885586380959e-03
-4.724613856524229050e-03,3.557805204764008522e-03,9.069929365068674088e-05,-2.167207933962345123e-02,-1.825199276208877563e-02,-2.359284646809101105e-02,2.951128594577312469e-02
4.400247242301702499e-03,2.330714277923107147e-02,-2.507619187235832214e-02,2.611291361972689629e-03,-5.084487143903970718e-03,8.637404069304466248e-03,-3.299579257145524025e-03
-1.003059186041355133e-02,-1.725973561406135559e-02,1.953664794564247131e-02,-1.714326627552509308e-02,-1.098425500094890594e-02,9.535973891615867615e-03,-2.174348197877407074e-02
-9.894687682390213013e-03,-1.429010182619094849e-02,-9.720047004520893097e-03,-4.181219730526208878e-03,-7.698254194110631943e-04,-3.096776828169822693e-02,9.372747503221035004e-03
1.320787146687507629e-02,2.221769839525222778e-02,-2.406664565205574036e-02,2.167974412441253662e-02,-3.046807274222373962e-02,-3.155680373311042786e-02,-1.798880286514759064e-02
-1.126211415976285934e-02,-1.184791605919599533e-02,-7.358718197792768478e-03,8.830093778669834137e-03,-2.022252045571804047e-02,-4.297104850411415100e-02,-1.707824505865573883e-02
3.679565852507948875e-03,1.557113230228424072e-02,3.080079145729541779e-02,2.221928350627422333e-02,-6.186884827911853790e-03,-7.172047626227140427e-03,-2.271950803697109222e-02
3.474697843194007874e-02,-1.579019427299499512e-02,-6.119172554463148117e-03,-1.934605650603771210e-02,1.491051353514194489e-02,-9.282895363867282867e-03,6.077921018004417419e-03
-3.479103092104196548e-03,-1.598647446371614933e-03,1.266631577163934708e-02,-2.000636793673038483e-02,-1.566829904913902283e-02,-2.406519092619419098e-02,2.623288147151470184e-02
